authoritativeMN,identifier
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.p3b3f/1?ver=2015-07-01T15:05:45.556-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.kp815?ver=2013-11-25T12:57:19.713-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.92137/2?ver=2015-09-17T10:45:59.496-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.6kp2j?ver=2014-09-20T12:53:15.887-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.n5d5t/1?ver=2012-10-30T13:54:37.704-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.2386p?ver=2015-02-03T16:15:57.092-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.m186r?ver=2014-04-02T16:43:15.194-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.c1g08?ver=2013-11-05T14:58:30.765-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.bm46p?ver=2015-05-20T11:26:15.482-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.vh3dm?ver=2012-02-15T15:43:53.407-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.sk792/1?ver=2014-04-25T16:36:05.884-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.7pg3d/1?ver=2014-05-09T15:40:53.914-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.497sg/3?ver=2014-12-03T11:44:05.566-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.mn40k/2?ver=2014-09-24T14:24:59.878-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.v30kv?ver=2015-09-21T11:46:26.773-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.4588r/1?ver=2012-06-12T15:49:22.789-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.nv5v1v59/15?ver=2012-03-01T11:42:08.465-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.st56h?ver=2014-06-18T11:00:48.530-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.1cn02/1?ver=2014-06-04T13:19:29.556-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.ps1931hb?ver=2012-09-28T10:04:46.908-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.1h551/2?ver=2013-11-05T12:43:03.751-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.r9v30/23?ver=2015-01-19T10:27:19.646-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.h3bt7?ver=2014-10-02T14:06:28.783-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.23k27/3?ver=2014-12-11T12:39:07.637-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.n0mv4?ver=2014-12-17T14:15:20.576-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.7nd70?ver=2013-02-20T14:50:24.451-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.v7h47/3?ver=2014-12-11T22:34:06.019-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.3b869?ver=2013-11-23T02:30:20.919-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.rm83s?ver=2015-04-29T15:29:15.741-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.v22n5/2?ver=2014-07-29T02:30:05.295-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.sd080/12?ver=2013-01-30T12:24:51.972-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.7535k/35?ver=2014-08-06T10:25:37.218-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.s4s2b/4?ver=2013-05-22T15:21:41.722-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.bv7tv/1?ver=2012-10-03T11:06:30.812-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.n40hc/8?ver=2012-11-13T10:52:16.632-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.1n834/1?ver=2014-09-18T12:48:20.013-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.c9m2d?ver=2013-09-10T14:50:55.675-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.t91gr/2?ver=2013-11-11T11:52:16.804-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.83gf113b/5?ver=2012-04-04T02:00:29.607-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.t114v/1?ver=2014-06-10T14:25:55.736-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.61cj4?ver=2015-08-20T22:58:13.781-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.3q3b7740/2?ver=2012-03-21T11:25:03.335-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.rb5nc/6?ver=2014-10-29T10:36:59.856-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.964/2?ver=2013-07-18T14:06:52.679-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.3t30n/1?ver=2013-10-11T12:35:58.167-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.s903c?ver=2013-05-24T10:20:37.676-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.ks6g0/1?ver=2012-06-21T11:16:28.227-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.v66s5?ver=2015-04-27T14:03:54.292-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.68277435/5?ver=2012-03-23T10:48:53.723-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.sn034?ver=2015-02-17T14:44:03.063-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.43g64/1?ver=2013-06-04T12:31:22.072-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.8jf11?ver=2012-11-15T12:19:34.548-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.ff1g6/1?ver=2012-11-30T15:03:44.332-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.cb3t4?ver=2015-05-21T15:29:55.026-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.sv33f/18?ver=2014-03-19T16:46:25.415-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.c8jg8/7?ver=2013-06-05T15:35:20.003-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.g4n13/2?ver=2013-01-24T15:02:07.503-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.0k2469h8/1?ver=2012-02-24T12:06:44.735-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.r5cq0/8?ver=2013-10-24T09:40:58.680-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.sn42f/1?ver=2013-05-08T14:01:34.286-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.23g44/35?ver=2013-02-20T14:01:52.347-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.52t0d4qm?ver=2012-03-28T11:37:47.758-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.b4d70?ver=2015-08-06T14:58:46.795-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.1k894?ver=2014-11-26T17:03:19.358-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.05f5h/2?ver=2014-07-03T12:29:50.329-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.d380g/11?ver=2015-01-22T21:01:54.370-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.k0d7s/2?ver=2012-11-15T10:11:22.058-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.1pp2c/2?ver=2012-12-14T13:08:10.242-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.5rm6d/6?ver=2015-06-15T13:06:21.194-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.50p47/7?ver=2014-04-14T14:24:18.704-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.sp418/5?ver=2015-08-18T13:11:50.269-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.m96d0/1?ver=2015-09-21T11:17:02.454-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.bq7q0/8?ver=2014-07-10T14:07:02.672-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.b2v37?ver=2015-04-29T17:08:40.497-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.h360q?ver=2015-06-03T17:18:16.029-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.ch1bb/30?ver=2015-04-17T09:58:42.949-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.4js80/1?ver=2013-05-17T10:20:20.651-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.5p1j3/7?ver=2014-06-18T14:27:24.425-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.ps56t/1?ver=2014-01-13T10:03:35.991-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.mm36n?ver=2015-04-29T14:05:51.687-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.670/1?ver=2013-07-18T14:06:51.417-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.d6q7q72g/6?ver=2012-05-24T13:20:22.401-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.13jc4/3?ver=2013-07-24T10:36:34.137-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.3rp1p/2?ver=2013-03-01T11:22:01.614-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.c66v3?ver=2013-09-06T13:56:37.313-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.c402q/3?ver=2015-07-30T14:07:53.723-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.7k7k5?ver=2015-03-31T22:41:33.336-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.2637g?ver=2015-08-20T22:05:47.078-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.fc4vf?ver=2015-03-31T22:38:00.560-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.fj8dm?ver=2013-04-08T13:39:49.573-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.c6jh2/6?ver=2015-07-09T13:40:52.410-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.gr487/14?ver=2015-07-09T14:28:38.812-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.8913/28?ver=2013-07-18T14:07:01.628-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.pm37b?ver=2015-09-18T13:55:22.887-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.vq542/2?ver=2013-12-12T13:16:47.835-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.82201?ver=2013-02-12T09:58:09.375-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.c402q/16?ver=2015-07-30T14:08:31.932-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.mc5m6?ver=2015-06-24T17:01:09.556-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.rb75g?ver=2014-02-05T16:02:27.009-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.pc641/4?ver=2015-06-02T12:59:53.339-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.77m77/1?ver=2014-08-28T13:45:14.322-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.k380f?ver=2015-01-06T13:48:17.580-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.vh151q1c/13?ver=2012-06-14T15:58:28.681-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.f8j02/1?ver=2013-02-18T16:28:25.347-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.9gn07/2?ver=2015-09-17T12:06:11.461-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.dc1r2?ver=2012-10-26T11:26:39.981-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.7v81b/1?ver=2015-07-15T14:52:10.970-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.jk2qr?ver=2014-01-09T13:29:13.445-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.gd031k26/12?ver=2012-06-08T12:16:32.567-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.dg367?ver=2015-03-05T02:30:08.147-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.8vp47/7?ver=2015-07-09T13:26:03.549-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.8309/3?ver=2013-07-18T14:06:58.339-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.h8972/2?ver=2013-07-15T12:12:41.849-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.97j4b/1?ver=2014-02-19T17:08:55.479-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.pm37b/6?ver=2015-08-21T09:59:53.366-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.1pj04/28?ver=2015-03-18T13:02:49.079-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.2mg29/6?ver=2014-04-04T16:06:43.982-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.pm136/1?ver=2014-03-19T12:33:14.127-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.2c8m3/2?ver=2015-07-13T15:58:09.224-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.2p51n/7?ver=2014-12-11T12:48:19.807-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.79gq3/1?ver=2015-09-17T13:05:59.169-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.46195/26?ver=2014-09-19T18:07:40.547-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.mt24h/72?ver=2015-08-07T12:11:18.515-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.37n69/1?ver=2014-11-13T14:54:09.925-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.3r651/11?ver=2015-07-08T18:04:56.398-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.4n28n?ver=2015-06-23T11:25:07.253-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.3q7p2/1?ver=2015-03-02T16:31:37.979-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.h16ss?ver=2013-12-24T02:30:19.399-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.7785h/4?ver=2013-06-13T14:17:30.604-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.58060/3?ver=2014-08-08T11:12:41.676-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.743/12?ver=2013-07-18T14:06:51.114-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.td28r/11?ver=2014-06-10T13:59:26.076-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.53bh1/6?ver=2015-08-05T13:59:10.059-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.r9k57.2?ver=2015-03-02T14:42:09.594-05:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.j13m3/8?ver=2015-07-13T15:03:05.977-04:00
urn:node:DRYAD,http://dx.doi.org/10.5061/dryad.j1rm6/16?ver=2014-10-21T09:33:09.238-04:00
urn:node:TFRI,chin.3.7
urn:node:TFRI,kung.2.9
urn:node:TFRI,thchen.7.2
urn:node:TFRI,tokyo96kung.3.6
urn:node:TFRI,hcme.5.10
urn:node:TFRI,sychen.34.3
urn:node:TFRI,swchung.16.5
urn:node:TFRI,huangym.25.1
urn:node:TFRI,hwyin.93.2
urn:node:TFRI,hwyin.77.2
urn:node:TFRI,thchen.106.1
urn:node:TFRI,gisdu.5.3
urn:node:TFRI,chien.29.2
urn:node:TFRI,gene.48.1
urn:node:TFRI,cchsin.6.3
urn:node:TFRI,chenlung.83.12
urn:node:TFRI,sychen.30.2
urn:node:TFRI,JohnWu.19.3
urn:node:TFRI,sychen.15.1
urn:node:TFRI,lusteve.3.9
urn:node:TFRI,gshwang.5.4
urn:node:TFRI,cmhsieh.3.2
urn:node:TFRI,Flhsu.3.12
urn:node:TFRI,hhwang.25.2
urn:node:TFRI,lusteve.67.16
urn:node:TFRI,ttchang.1.9
urn:node:TFRI,ymchen.11.9
urn:node:TFRI,cpwang.9.24
urn:node:TFRI,thchen.32.4
urn:node:TFRI,sychen.3.5
urn:node:TFRI,lus.11.5
urn:node:TFRI,iwang.93.2
urn:node:TFRI,chinyin.10.13
urn:node:TFRI,lusteve.31.5
urn:node:TFRI,hwyin.76.40
urn:node:TFRI,hsiao.19.3
urn:node:TFRI,gene.45.5
urn:node:TFRI,jtchao.4.17
urn:node:TFRI,cmchiu.23.14
urn:node:TFRI,tsay.19.2
urn:node:TFRI,firelab.55.3
urn:node:TFRI,ihsinliu.3.2
urn:node:TFRI,cmchiu.135.2
urn:node:TFRI,ficus.16.3
urn:node:TFRI,huangym.10.4
urn:node:TFRI,gshwang.18.4
urn:node:TFRI,huangym.5.1
urn:node:TFRI,hhwang.37.10
urn:node:TFRI,cmchiu.3.15
urn:node:TFRI,stantang.18.43
urn:node:TFRI,Flhsu.3.12
urn:node:TFRI,iesn.16.1
urn:node:TFRI,ybfan.14.8
urn:node:TFRI,Chung.5.3
urn:node:TFRI,swchung.71.1
urn:node:TFRI,zzchen.10.11
urn:node:TFRI,syr.50.5
urn:node:TFRI,lusteve.93.7
urn:node:TFRI,JohnWu.19.3
urn:node:TFRI,thchen.115.3
urn:node:TFRI,ktwang.13.8
urn:node:TFRI,kuolin.90.9
urn:node:TFRI,jplin.12.2
urn:node:TFRI,hhwang.36.1
urn:node:TFRI,serpjhsu.7.9
urn:node:TFRI,cmchiu.9.9
urn:node:TFRI,iesn.12.3
urn:node:TFRI,pjwang.21.2
urn:node:TFRI,swchung.11.3
urn:node:TFRI,syr.50.5
urn:node:TFRI,tokyo96kung.3.6
urn:node:TFRI,gene.45.5
urn:node:TFRI,sychen.25.3
urn:node:TFRI,shchang.22.4
urn:node:TFRI,iesn.6.4
urn:node:TFRI,tsay.5.3
urn:node:TFRI,ypcheng.17.3
urn:node:TFRI,cchsin.6.3
urn:node:TFRI,chin.48.3
urn:node:TFRI,hsiao.5.1
urn:node:TFRI,cpwang.12.33
urn:node:TFRI,dhwang1.5.16
urn:node:TFRI,yjc.32.4
urn:node:TFRI,iesn.15.3
urn:node:TFRI,hsiao.8.1
urn:node:TFRI,iwang.36.13
urn:node:TFRI,asan.6.5
urn:node:TFRI,dengsl.4.74
urn:node:TFRI,lshwang.15.5
urn:node:TFRI,flhsu2.3.49
urn:node:TFRI,zzlin.21.3
urn:node:TFRI,jlhwong.8.3
urn:node:TFRI,chenlung.117.6
urn:node:TFRI,portia.4.3
urn:node:TFRI,zzlin.21.3
urn:node:TFRI,gisdu.16.5
urn:node:TFRI,ktwang.13.8
urn:node:TFRI,lpju.9.3
urn:node:TFRI,ma.16.15
urn:node:TFRI,swchung.51.17
urn:node:TFRI,shunyingchen.20.6
urn:node:TFRI,iesn.22.3
urn:node:TFRI,gene.35.2
urn:node:TFRI,lus.52.5
urn:node:TFRI,swchung.3.5
urn:node:TFRI,iwang.7.6
urn:node:TFRI,shiang.12.6
urn:node:TFRI,thchen.54.9
urn:node:TFRI,gshwang.3.3
urn:node:TFRI,swchung.11.3
urn:node:TFRI,chien.46.6
urn:node:TFRI,lpju.9.3
urn:node:TFRI,gshwang.4.3
urn:node:TFRI,huangym.23.1
urn:node:TFRI,sychen.28.2
urn:node:TFRI,ctduh.35.2
urn:node:TFRI,huangym.25.1
urn:node:TFRI,chiou1.5.1
urn:node:TFRI,cpwang.3.39
urn:node:TFRI,Chung.3.3
urn:node:TFRI,thchen.32.4
urn:node:TFRI,huangym.25.1
urn:node:TFRI,ttchang.1.10
urn:node:TFRI,hhwang.37.9
urn:node:TFRI,chung.46.2
urn:node:TFRI,thchen.3.4
urn:node:TFRI,jtchao.53.13
urn:node:TFRI,jplin.5.7
urn:node:TFRI,shiang.26.10
urn:node:TFRI,cpwang.46.7
urn:node:TFRI,iesn.15.3
urn:node:TFRI,zzlin.39.1
urn:node:TFRI,ypcheng.4.6
urn:node:TFRI,lus.36.6
urn:node:TFRI,swchung.109.1
urn:node:TFRI,syr.4.6
urn:node:TFRI,iesn.14.3
urn:node:TFRI,ttchang.25.1
urn:node:TFRI,yjc.7.11
urn:node:TFRI,syr.28.2
urn:node:TFRI,pjwang.23.2
urn:node:TFRI,cmhsieh.6.4
urn:node:TFRI,lus.15.8
urn:node:TFRI,thchen.26.2
urn:node:TFRI,zzlin.41.1
urn:node:TFRI,iesn.13.3
urn:node:TFRI,ybfan.6.14
urn:node:TFRI,chung.17.3
urn:node:TFRI,lusteve.31.14
urn:node:TFRI,sschen.7.4
urn:node:TFRI,chenlung.85.11
urn:node:TFRI,charcoal.23.6
urn:node:TFRI,hcme.23.5
urn:node:TFRI,mlw.68.4
urn:node:TFRI,syr.4.6
urn:node:TFRI,shiang.26.10
urn:node:TFRI,tsayjy.7.2
urn:node:TFRI,shiang.29.1
urn:node:TFRI,iesn.13.3
urn:node:TFRI,shiang.30.6
urn:node:TFRI,chien.53.3
urn:node:TFRI,chung.3.14
urn:node:TFRI,sschen.5.4
urn:node:TFRI,lusteve.43.6
urn:node:TFRI,stantang.6.7
urn:node:TFRI,iesn.8.10
urn:node:TFRI,iwang.78.5
urn:node:TFRI,chenlung.111.5
urn:node:TFRI,ktwang.36.4
urn:node:TFRI,syr.28.2
urn:node:TFRI,sychen.28.2
urn:node:TFRI,tsay.21.2
urn:node:TFRI,hhwang.14.4
urn:node:TFRI,zoeyeh.39.7
urn:node:TFRI,chien.23.5
urn:node:TFRI,zzlin.19.4
urn:node:TFRI,thchen.7.2
urn:node:TFRI,sslu.4.1
urn:node:TFRI,mlw.4.8
urn:node:TFRI,Chenlung.4.13
urn:node:TFRI,yhm.3.6
urn:node:TFRI,chenlung.130.7
urn:node:TFRI,ttchang.16.6
urn:node:TFRI,chien.20.4
urn:node:TFRI,tsai1021.3.15
urn:node:TFRI,zzlin.37.1
urn:node:TFRI,swchung.98.2
urn:node:TFRI,huangym.5.1
urn:node:TFRI,kuolin.81.4
urn:node:TFRI,dengsl.58.1
urn:node:TFRI,swchung.79.2
urn:node:TFRI,zzlin.3.13
urn:node:TFRI,mlw.63.5
urn:node:TFRI,yhwang_tfri.3.7
urn:node:TFRI,jlhwong.8.3
urn:node:TFRI,shunyingchen.22.9
urn:node:TFRI,ching.9.9
urn:node:TFRI,thchen.115.3
urn:node:TFRI,cmchiu.13.8
urn:node:TFRI,iesn.3.6
urn:node:TFRI,Chenlung.63.4
urn:node:TFRI,zoeyeh.4.23
urn:node:TFRI,chenlung.119.4
urn:node:TFRI,kung.2.9
urn:node:TFRI,thchen.97.2
urn:node:TFRI,swchung.91.1
urn:node:TFRI,lusteve.22.5
urn:node:TFRI,Chenlung.32.6
urn:node:TFRI,asan.6.5
urn:node:TFRI,hhwang.17.2
urn:node:TFRI,thchen.26.2
urn:node:TFRI,chinyin.10.13
urn:node:TFRI,asan.17.1
urn:node:TFRI,lpju.5.2
urn:node:TFRI,lus.63.7
urn:node:TFRI,swchung.95.2
urn:node:TFRI,Chenlung.18.7
urn:node:TFRI,zzlin.19.4
urn:node:TFRI,hsiao.8.1
urn:node:TFRI,shunyingchen.22.9
urn:node:TFRI,shchang.33.4
urn:node:TFRI,cchsin.9.1
urn:node:TFRI,shchang.20.11
urn:node:TFRI,chinyin.10.13
urn:node:TFRI,hhwang.31.3
urn:node:TFRI,lusteve.22.5
urn:node:TFRI,Chenlung.18.7
urn:node:TFRI,huangym.25.1
urn:node:TFRI,syr.49.12
urn:node:TFRI,hcme.8.5
urn:node:TFRI,Chung.4.10
urn:node:TFRI,yhm.11.6
urn:node:TFRI,asan.17.1
urn:node:TFRI,lus.63.7
urn:node:TFRI,chung.10.11
urn:node:TFRI,ctduh.16.8
urn:node:TFRI,yjc.36.5
urn:node:TFRI,mlw.62.4
urn:node:TFRI,jplin.5.7
urn:node:TFRI,sychen.15.1
urn:node:TFRI,chung.23.4
urn:node:TFRI,gshwang.4.3
urn:node:TFRI,dengsl.13.5
urn:node:TFRI,charcoal.18.6
urn:node:TFRI,dengsl.61.4
urn:node:TFRI,cpwang.7.1
urn:node:TFRI,ybfan.6.14
urn:node:TFRI,chung.21.3
urn:node:TFRI,chien.53.2
urn:node:TFRI,syr.4.6
urn:node:PISCO,doi:10.6085/AA/LAC001_023MTBD023R00_20071020.50.1
urn:node:PISCO,doi:10.6085/AA/BBYX00_XXXITBDXLSR01_20060513.50.5
urn:node:PISCO,doi:10.6085/AA/HMS001_020MXTI004R00_20090529.50.1
urn:node:PISCO,doi:10.6085/AA/SHB001_021ADCP020R00_20011026.50.6
urn:node:PISCO,doi:10.6085/AA/CARX00_XXXITV2XLSR02_20100617.50.2
urn:node:PISCO,doi:10.6085/AA/BEAXXX_015MTBD014R00_20051128.50.10
urn:node:PISCO,doi:10.6085/AA/TRLXXX_015MTBD003R00_20090502.50.1
urn:node:PISCO,doi:10.6085/AA/TPT013_030MTBD017R00_20060623.50.6
urn:node:PISCO,doi:10.6085/AA/WINXXX_015MTBD014R00_20071102.50.5
urn:node:PISCO,doi:10.6085/AA/SHB001_021MXTI019R00_20070114.50.1
urn:node:PISCO,doi:10.6085/AA/YBHX00_XXXITBPXLSR01_20120919.50.1
urn:node:PISCO,doi:10.6085/AA/GHVX00_XXXITV2XHSR01_20120920.50.1
urn:node:PISCO,doi:10.6085/AA/WINXXX_015MTBD003R00_20000628.50.5
urn:node:PISCO,doi:10.6085/AA/SHLX00_XXXITV2XMMR03_20101105.50.2
urn:node:PISCO,doi:10.6085/AA/CMRX00_XXXITV2XMMR01_20120819.50.1
urn:node:PISCO,doi:10.6085/AA/PROXXX_015MTBD014R00_20080822.50.1
urn:node:PISCO,doi:10.6085/AA/SHLX00_XXXITV2XLSR02_20131219.50.1
urn:node:PISCO,doi:10.6085/AA/ARGXXX_015MTBD009R00_20070305.50.5
urn:node:PISCO,doi:10.6085/AA/YBHX00_XXXIBTNXTSR01_20100906.50.2
urn:node:PISCO,doi:10.6085/AA/RKPX00_XXXITV2XMMR01_20130430.50.1
urn:node:PISCO,doi:10.6085/AA/PELXXX_015MTBD003R00_20031202.50.5
urn:node:PISCO,doi:10.6085/AA/MB015X_015MTBD000R00_20060707.50.5
urn:node:PISCO,doi:10.6085/AA/PELXXX_015MTBD014R00_20100304.50.1
urn:node:PISCO,doi:10.6085/AA/SQP001_021MXTI020R00_20061011.50.5
urn:node:PISCO,doi:10.6085/AA/YBHX00_XXXITBDXLSR01_20020823.50.5
urn:node:PISCO,doi:10.6085/AA/CBLX00_XXXITV2XLMR01_20100520.50.2
urn:node:PISCO,doi:10.6085/AA/BBYX00_XXXITV2XLSR02_20100809.50.2
urn:node:PISCO,doi:10.6085/AA/CE100X_100MTBD010R00_20060530.50.6
urn:node:PISCO,doi:10.6085/AA/TPT001_018MTBD000R00_20061011.50.5
urn:node:PISCO,doi:10.6085/AA/SHLX00_XXXIBTNXTSR01_20110929.50.1
urn:node:PISCO,doi:10.6085/AA/SCPXXX_015MTBD014R00_20061031.50.5
